,Unnamed: 0,bookID,title,authors,average_rating,isbn,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
184,184,422,A Book of Common Prayer,Joan Didion,3.8,679754865,eng,272,2962,255,11-04-1995 00:00,Vintage International
185,185,423,Where I Was From,Joan Didion,3.86,679752862,eng,240,2842,292,14-09-2004 00:00,Vintage
186,186,424,Slouching Towards Bethlehem,Joan Didion,4.21,374521727,eng,238,26934,1825,01-10-1990 00:00,Farrar Straus Giroux
187,187,425,Democracy,Joan Didion,3.81,679754857,en-US,234,2070,169,25-04-1995 00:00,Vintage International
188,188,426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,307264874,eng,1122,1564,108,17-10-2006 00:00,Everyman's Library
189,189,428,Play It As It Lays,Joan Didion/David Thomson,3.87,374529949,eng,231,23656,1706,15-11-2005 00:00,Farrar  Straus and Giroux
190,190,431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,143039830,eng,308,43200,1873,28-03-2006 00:00,Penguin Classics
191,191,432,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,140097317,eng,203,12410,734,07-04-1987 00:00,Penguin Books
192,192,434,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,eng,96,3672,195,07-07-1987 00:00,Penguin Books
193,193,435,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,940650762,eng,179,2998,164,01-11-1986 00:00,Sun and Moon Press
194,194,444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,963188925,eng,256,74,2,01-01-1995 00:00,Sky Books (NY)
195,195,446,The Brooklyn Follies,Paul Auster,3.84,312426232,eng,306,17977,1157,17-10-2006 00:00,Picador
196,196,447,Moon Palace,Paul Auster,3.94,140115854,eng,320,16099,503,01-04-1990 00:00,Penguin Books
197,197,453,The Music of Chance,Paul Auster,3.9,140154078,en-US,217,361,36,01-12-1991 00:00,Penguin Books
198,198,454,Travels in the Scriptorium,Paul Auster,3.23,805081453,eng,145,6688,562,23-01-2007 00:00,Henry Holt & Company
199,199,456,Leviathan,Paul Auster,3.96,140178139,eng,275,11744,443,01-09-1993 00:00,Penguin Books
200,200,463,The Red Notebook: True Stories,Paul Auster,3.77,811214982,eng,104,2390,120,17-06-2002 00:00,New Directions
201,201,466,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,2742741461,fre,1075,21,1,07-11-2002 00:00,Actes Sud
202,202,475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,143036556,eng,608,52522,2780,27-12-2005 00:00,Penguin Books Ltd. (London)
203,203,476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,446579785,en-US,211,213,26,01-02-2006 00:00,Business Plus
204,204,477,Collapse of Complex Societies,Joseph A. Tainter,4.15,052138673X,eng,262,719,86,29-03-1990 00:00,Cambridge University Press
205,205,478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,743203046,eng,544,4762,512,07-08-2001 00:00,Simon  Schuster
206,206,481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,034543871X,eng,272,62,4,29-01-2002 00:00,Ballantine Books
207,207,484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,393318281,eng,576,278,20,17-09-1998 00:00,W. W. Norton  Company
208,208,493,My Inventions,Nikola Tesla,4.01,1599869942,eng,88,2862,262,17-05-2006 00:00,Filiquarian Publishing  LLC.
209,209,494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,806519606,eng,542,2829,334,01-02-2001 00:00,Citadel
210,210,497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,822549204,eng,144,105,5,01-10-1994 00:00,Lerner Publications
211,211,498,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,932813860,eng,100,102,2,01-12-2000 00:00,Adventures Unlimited Press
212,212,511,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,373792689,eng,249,478,12,27-06-2006 00:00,Harlequin Blaze
213,213,515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,974514055,en-US,828,1577,49,11-10-2004 00:00,Pragmatic Bookshelf
214,214,523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,764585975,eng,112,73,8,13-06-2000 00:00,Cliffs Notes
215,215,524,Lord of the Flies,William Golding,3.68,307281701,eng,6,408,96,11-10-2005 00:00,Listening Library (Audio)
216,216,531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,812969707,eng,397,1693,100,12-09-2006 00:00,Random House
217,217,534,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,60255080,eng,216,1,0,01-01-1989 00:00,HarperCollins Publishers
218,218,537,The Lovely Bones,Alice Sebold,3.81,330485385,en-GB,328,6485,966,01-06-2003 00:00,Picador
219,219,538,The Lovely Bones,Alice Sebold,3.81,159413023X,en-US,532,367,73,01-04-2004 00:00,Large Print Press
220,220,539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,345360354,eng,224,1371,43,13-05-1990 00:00,Ballantine Books
221,221,565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,321303474,en-US,296,793,28,17-02-2005 00:00,Peachpit Press
222,222,570,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,321430840,en-US,456,549,42,01-08-2006 00:00,Peachpit Press
223,223,576,1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,3822840858,mul,575,288,31,15-05-2005 00:00,Taschen
224,224,597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,743264460,eng,245,26381,1109,13-06-2006 00:00,Scribner
225,225,599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,743236017,eng,272,62089,3324,02-07-2004 00:00,Scribner
226,226,619,Vice (V  #8),Jane Feather,3.51,553572490,eng,419,474,19,02-05-1996 00:00,Bantam
227,227,629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,60589469,eng,540,166046,6446,25-04-2006 00:00,HarperTorch
228,228,639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,802789471,eng,32,1773,274,01-04-2005 00:00,Walker & Company
229,229,642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,688060692,en-GB,408,286,10,19-11-1990 00:00,William Morrow Paperbacks
230,230,643,Motorcycle Basics Techbook,John Harold Haynes,3.85,185960515X,eng,222,40,2,05-07-2002 00:00,Haynes Manuals N. America  Inc.
231,231,650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,1592530877,eng,191,27,0,01-09-2004 00:00,Rockport Publishers
232,232,655,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,451528808,eng,304,7300,266,01-04-2003 00:00,Signet Classics
233,233,656,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,192833987,eng,1392,211671,6245,25-06-1998 00:00,Oxford University Press
234,234,658,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,486451380,eng,352,2403,210,08-09-2006 00:00,Dover Publications
235,235,662,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,452011876,eng,1168,322483,14702,01-08-1999 00:00,Plume
236,236,663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,451163087,eng,224,2750,108,01-12-1963 00:00,Signet Book
237,237,664,The Fountainhead,Ayn Rand,3.87,452286751,en-US,752,1886,229,26-04-2005 00:00,Dutton
238,238,665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,451163931,eng,176,11462,467,01-11-1964 00:00,Signet
239,239,667,Anthem,Ayn Rand,3.63,452281253,eng,105,110952,7277,01-12-1999 00:00,NAL
240,240,668,We the Living,Ayn Rand/Leonard Peikoff,3.91,451187849,eng,464,23199,1086,01-01-1996 00:00,Signet
241,241,669,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,451147952,eng,340,3501,153,15-07-1986 00:00,Signet
242,242,670,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,452274044,eng,681,18,2,01-02-1997 00:00,NAL
243,243,672,Sailing for Dummies,J.J. Isler/Peter Isler,3.95,471791431,eng,416,150,7,01-06-2006 00:00,For Dummies
244,244,675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,553803816,eng,368,646,83,25-07-2006 00:00,Delacorte Press
245,245,676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,375755195,eng,192,12180,630,17-09-2002 00:00,Random House Trade Paperbacks
246,246,678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,1592283195,eng,286,51,5,01-04-2004 00:00,Lyons Press
247,247,681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,975599518,en-US,571,1601,284,01-01-2004 00:00,Alliance Publishing
248,248,685,The Natural,Bernard Malamud/Kevin Baker,3.63,374502005,eng,231,8854,672,07-07-2003 00:00,Farrar Straus Giroux
249,249,698,Digging to America,Anne Tyler,3.55,307263940,eng,277,17155,1841,02-05-2006 00:00,Alfred A. Knopf
250,250,700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,312405545,eng,826,44,3,21-01-2004 00:00,Bedford Books
251,251,702,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,en-US,528,234,11,07-10-2004 00:00,Oxford University Press  USA
252,252,703,The Plot Against America,Philip Roth,3.77,1400079497,eng,391,33321,2925,27-09-2005 00:00,Vintage International
253,253,707,Naked Pictures of Famous People,Jon   Stewart,3.59,688171621,en-GB,164,8703,417,22-09-1999 00:00,Dey Street Books
254,254,759,Collected Stories,Gabriel GarcÌ_a MÌÁrquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,eng,352,6375,179,13-05-2008 00:00,Harper Perennial Modern Classics
257,257,764,Del amor y otros demonios,Gabriel GarcÌ_a MÌÁrquez,3.98,307350444,spa,176,4508,278,07-02-2006 00:00,Plaza y Janes
258,258,765,Living to Tell the Tale,Gabriel GarcÌ_a MÌÁrquez/Edith Grossman,3.99,140003454X,eng,533,397,47,12-10-2004 00:00,Vintage
259,259,766,Memoria de mis putas tristes,Gabriel GarcÌ_a MÌÁrquez,3.6,1400095808,spa,112,5856,377,19-10-2004 00:00,Vintage Espanol
260,260,771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,375708111,eng,425,32569,1058,02-09-2004 00:00,Vintage Books USA
261,261,775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,086171492X,eng,288,37,6,15-05-2005 00:00,Wisdom Publications
262,262,787,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,184353584X,eng,363,1,0,01-04-2006 00:00,Rough Guides
263,263,793,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,1740594770,eng,128,11,0,01-09-2004 00:00,Lonely Planet
264,264,797,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,8408064762,spa,480,0,0,01-05-2006 00:00,Geoplaneta
265,265,799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0.0,1740592050,eng,295,0,0,01-09-2001 00:00,Lonely Planet
266,266,815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,618710531,eng,287,6870,237,04-04-2006 00:00,Mariner Books
267,267,816,Cryptonomicon,Neal Stephenson,4.25,60512806,eng,1139,83184,4249,01-11-2002 00:00,Avon
269,269,822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,60733357,en-US,815,19320,565,14-06-2005 00:00,William Morrow Paperbacks
270,270,823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,60593083,eng,927,30872,1735,21-09-2004 00:00,HarperCollins Perennial
271,271,824,The Cobweb,Neal Stephenson/J. Frederick George,3.61,553383442,eng,448,2465,137,31-05-2005 00:00,Spectra Books
272,272,826,The Big U,Neal Stephenson,3.25,380816032,en-US,308,4657,223,06-02-2001 00:00,William Morrow Paperbacks
273,273,827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,553380966,eng,499,71042,2767,02-05-2000 00:00,Spectra
274,274,828,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,553383434,eng,640,4731,270,31-05-2005 00:00,Spectra
275,275,829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,60833181,en-US,464,1567,65,28-03-2006 00:00,HarperTorch
276,276,830,Snow Crash,Neal Stephenson/Guy Abadia,4.03,553380958,eng,438,188100,6612,02-08-2000 00:00,Bantam Books
277,277,834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,1880685353,eng,450,1474,30,01-06-2005 00:00,Two Plus Two Publishing LLC
278,278,835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,1880685337,eng,381,1929,72,01-12-2004 00:00,Two Plus Two Publishing LLC
279,279,840,The Design of Everyday Things,Donald A. Norman,4.17,465067107,eng,240,18602,1379,19-09-2002 00:00,Basic Books
280,280,841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,465051367,eng,272,3702,149,11-05-2005 00:00,Basic Books
281,281,842,The Psychology of Everyday Things,Donald A. Norman,4.17,465067093,eng,257,265,31,13-06-1988 00:00,Basic Books
282,282,848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,898709199,en-GB,259,51,7,30-04-2006 00:00,Ignatius Press
283,283,864,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,60887966,eng,192,920,76,02-05-2006 00:00,HarperOne
284,284,865,The Alchemist,Paulo Coelho/Alan R. Clarke/ÌÐzdemir €¡nce,3.86,61122416,eng,197,1631221,55843,01-05-1993 00:00,HarperCollins
285,285,866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,142150460X,eng,192,9013,153,19-09-2006 00:00,VIZ Media LLC
286,286,868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,1591169259,eng,192,16666,299,13-09-2005 00:00,VIZ Media LLC
287,287,869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,1421504596,eng,192,11451,161,18-07-2006 00:00,VIZ Media LLC
288,288,870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,1591169208,eng,192,111091,1427,03-05-2005 00:00,VIZ Media LLC
289,289,871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,1591169291,eng,200,10752,294,08-11-2005 00:00,VIZ Media LLC
290,290,872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/MÒbius,3.86,006019250X,en-US,198,251,32,01-11-1998 00:00,HarperCollins Publishers
291,291,873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,1591169232,eng,192,14923,419,05-07-2005 00:00,VIZ Media LLC
292,292,880,Pompeii,Robert   Harris,3.82,812974611,eng,274,26922,1726,08-11-2005 00:00,Random House Trade Paperbacks
293,293,888,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,158715739X,eng,360,1156,68,03-12-2002 00:00,Borgo Press
294,294,890,Of Mice and Men,John Steinbeck,3.87,142000671,eng,103,1755253,25554,08-01-2002 00:00,Penguin Books
295,295,900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,60554738,en-US,464,20529,1592,06-09-2005 00:00,It Books
296,296,902,The Westing Game,Ellen Raskin,4.02,014240120X,eng,182,142121,8782,12-04-2004 00:00,Puffin
297,297,903,The Egypt Game,Zilpha Keatley Snyder,3.83,808553038,eng,215,30231,1130,07-07-2009 00:00,Turtleback Books
298,298,929,Memoirs of a Geisha,Arthur Golden,4.11,1400096898,eng,503,280309,3703,22-11-2005 00:00,Vintage Books USA
299,299,930,Memoirs of a Geisha,Arthur Golden,4.11,739326228,eng,434,1301083,19296,15-11-2005 00:00,Random House Large Print Publishing
300,300,931,Memoirs of a Geisha,Arthur Golden,4.11,99498189,en-US,497,2122,256,01-12-2005 00:00,Vintage
301,301,932,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,1557046832,eng,144,145,8,20-10-2005 00:00,Newmarket Press
302,302,933,Memoirs of a Geisha,Arthur Golden,4.11,99771519,eng,497,4189,462,04-06-1998 00:00,Vintage
303,303,935,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,074343059X,eng,334,1556,158,06-05-2003 00:00,Pocket Books
304,304,941,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,1932664394,eng,58,9,2,01-02-2006 00:00,Oni Press
305,305,944,Jungle Love,Margaret Johnson/Philip Prowse,3.41,521750849,eng,95,59,7,01-08-2002 00:00,Cambridge University Press
306,306,955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,802415318,eng,0,22,4,01-01-2005 00:00,Moody Publishers
307,307,960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,1416524797,eng,736,2418736,21303,01-04-2006 00:00,Pocket Books
309,309,966,Angeles & Demonios,Dan Brown/RaÌ¼l Amundaray,3.89,972859896,spa,18,65,7,01-12-2005 00:00,FonoLibro
310,310,968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,307277674,eng,489,1679706,35877,28-03-2006 00:00,Anchor
311,311,969,The Da Vinci Code,Dan Brown,3.84,076792603X,eng,467,1120,105,28-03-2006 00:00,Broadway Books
312,312,972,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,2266144340,fre,744,377,16,03-05-2005 00:00,Pocket
313,313,975,Deception Point,Dan Brown,3.71,1416524800,eng,736,4919,410,01-04-2006 00:00,Pocket Books
314,314,977,Deception Point,Dan Brown,3.71,552151769,eng,585,3353,183,01-05-2004 00:00,Corgi Books
315,315,980,Deception Point,Dan Brown,3.71,593055071,eng,448,61,4,01-08-2005 00:00,Bantam Press
316,316,987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,eng,383,456,41,01-02-2005 00:00,Pinnacle
317,317,998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,671015206,eng,258,61760,2600,01-10-1998 00:00,Gallery Books
318,318,1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,eng,320,88897,2334,01-09-2005 00:00,Tarcherperigee
319,319,1007,Think and Grow Rich,Napoleon Hill,4.18,1932429239,eng,368,48,9,07-08-2004 00:00,High Roads Media
320,320,1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,977616657,eng,256,173,14,07-06-2006 00:00,Pragmatic Bookshelf
321,321,1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907,en-US,288,253,17,01-06-2005 00:00,Firebrand Books
322,322,1032,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,345479173,en-US,384,12748,948,28-12-2004 00:00,Ballantine Books
323,323,1052,The Richest Man in Babylon,George S. Clason,4.26,451205367,eng,194,76451,3400,01-02-2008 00:00,Berkley Books
324,324,1053,The Richest Man in Babylon,George S. Clason,4.26,1419349996,eng,4,86,15,17-06-2005 00:00,Recorded Books  Inc.
325,325,1059,Shibumi,Trevanian/Gisela Stege,4.21,1400098033,eng,480,9498,637,10-05-2005 00:00,Broadway Books
326,326,1067,1776,David McCullough,4.07,743226720,eng,386,166916,6243,04-07-2006 00:00,Simon  Schuster
327,327,1068,1776,Peter  Stone/Sherman Edwards,4.22,140481397,eng,192,1299,30,18-11-1976 00:00,Penguin Books
328,328,1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,226014908,eng,284,31,5,15-07-2000 00:00,University of Chicago Press
329,329,1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,eng,418,200744,7656,04-03-2009 00:00,Howard Publishing Co
330,330,1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,310258979,eng,5,26,2,15-03-2005 00:00,Zondervan
331,331,1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582,eng,399,190039,4922,05-07-2005 00:00,Harper Perennial
332,332,1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,eng,384,811,77,04-04-2002 00:00,Penguin Books
333,333,1103,Snow Flower and the Secret Fan,Lisa See,4.07,812968069,eng,269,297533,14935,21-02-2006 00:00,Random House
